time_period,area_id,lat,lon,population,traffic,green_space,crime_rate,avg_income,public_transport_access,air_quality_index,housing_density,commercial_area_percentage,healthcare_facilities,education_facilities,energy_consumption,water_usage,waste_generation,internet_connectivity,elderly_population_percentage
1,13,40.2561914927324,-73.6617324940055,59279,7669,7.5138527434717055,3.7216702383751334,68714,55.009194045815605,77.7305597259694,172.04696345064846,17.320608838134795,12,19,898.2324101883426,340.6148656948427,35.73161103152441,92.63787755874469,26.5342499090859
1,14,41.69302867738055,-73.08107346636045,57849,2296,22.896215933642072,4.6053949727414,109751,74.81919059789975,111.56264510221399,188.78865219354788,7.423619314911176,11,25,943.649259847407,69.42818110865525,24.833333415649342,65.26915093818248,23.14949774963239
1,15,41.63557065971389,-73.78648863368933,47486,4283,10.929125444972849,4.134164492952614,57044,59.03476904587729,101.67210938325599,304.57296680563235,30.425989678655725,7,12,672.6622185813233,392.5046916694211,24.40644714591157,78.4622989767916,5.233290495677332
1,16,40.49335772904325,-73.273538284887,83368,6119,3.8761648880292614,4.0149431586128825,125081,65.75603127780231,62.185786001510834,744.9245700667841,41.68032730161656,2,9,437.7339139983997,292.41305030436763,57.174325365354605,93.92191164523088,25.999099507054563
1,17,41.665360938694086,-73.98896838573754,14944,3589,23.00161531321914,6.783788228551418,66751,14.888805033244468,61.120843098042975,877.8842542099186,49.83504519322613,4,15,503.7495678590883,374.93192219123165,89.75762024185671,83.72177336747137,14.788142454445733
1,18,40.825243681697245,-73.30438185350319,60796,5991,6.258259117839652,3.876735947503942,89664,58.82022669483905,96.19457797722475,645.9022706461751,7.918411751733576,16,26,605.3361291635713,302.29704248727694,64.31388999368093,87.05871748905449,25.124724992019242
1,19,40.53964144025643,-73.17495058981994,69926,6097,5.32099234832806,6.954156483280532,92539,78.48969771114676,141.53618694818314,790.7288150256824,28.27710753987242,16,13,232.70727403565556,197.6867391241902,49.061742955648775,63.54401718718469,10.51529881778028
1,20,41.196450588127476,-73.26433688576081,17184,1119,9.683861804264714,1.7348007426595724,75253,63.617736470823274,157.13032361604638,127.15282901415344,23.445720036332972,14,28,445.4496567397396,307.34252205223396,62.89924247759784,67.37905012534557,14.05588604130721
1,21,40.669022577483865,-73.97380329146793,94808,6497,18.007893673472502,6.976706275200751,120106,29.872557358877305,188.1358490230681,266.703791277116,24.33455657325208,19,5,857.7402101126278,133.7456380308248,82.23789788161393,78.3274754695157,17.07422180213388
1,22,40.26695994483189,-73.91939848624287,16078,7562,15.397373418303692,4.3685070261517955,98920,0.7029203813619156,11.456050215524671,232.97146524580486,10.910723366520802,4,21,162.06221472077905,75.67462451806445,35.39683672238802,70.46822734943623,11.174469976799996
1,23,41.81250916104207,-73.7504538001505,33591,2114,14.04245543106566,7.767105569551812,71800,48.75711936733843,6.7227200366565265,72.02667142080098,45.78968540049849,4,18,469.9860423406359,206.3044968164792,90.98500111185452,60.87293587101958,21.594742154389728
1,24,41.9267888684271,-73.43983181653816,66428,1549,25.00818288434301,7.8771301552770865,52669,73.08209649807299,196.25941809944933,263.9647618198053,34.43785706633335,5,24,404.43679479911356,188.91443451793785,95.23323889648508,98.69424711153101,9.57538610586818
1,25,40.04407032059501,-73.27999196033689,92006,6733,3.576367107539367,6.8375410557704255,32336,52.33909113743665,22.953774373843494,861.5382964159406,37.526643644381764,9,7,737.0515875067919,294.59219780419073,17.355281117210044,78.33202566114626,17.117407178251174
1,26,40.33154908032655,-73.05430185299971,69673,7085,14.40657126901761,4.1176554158450855,42924,74.92837126957764,58.11751196127102,789.1004335684896,10.037116715968864,10,3,146.76091979884157,403.8251897228149,28.122740392237695,70.34483339552155,9.117658835807397
1,27,40.660430129743,-73.24324849431136,31933,5874,6.941556950370664,8.778300781520409,48133,16.161981128587144,51.09866893112094,947.1715746576111,30.208201626871034,17,2,158.68413213444285,258.7691195655498,91.82981852754041,81.54807191810858,17.445312700857258
1,28,40.21094739991326,-73.34321989527571,89664,2526,12.032180217719308,7.756118509253275,124986,20.376645912768907,104.66592623894826,294.26657850372976,40.67844885652277,4,5,671.1241757952733,409.06137182715236,45.63734253962094,96.60360273628173,18.3257216811535
1,29,40.31590964567069,-73.3041008818312,78067,2922,18.79072102053611,3.6310073663401043,30282,27.690448737780894,196.7042945430444,149.30441276827082,14.090705078112048,8,5,759.3717112307495,419.169878352038,38.18457953355541,91.94373089531005,29.19389692758472
1,30,41.713747872150186,-73.88235601184067,64370,7283,29.66406369295022,4.853589831598871,149796,66.79199988036271,126.93425465078829,174.29534634282714,44.68674912370898,5,25,183.72743781402448,63.213871596076544,84.06626015993375,68.39011790734725,14.475678155477436
1,31,41.946914779952344,-73.6631594981389,50416,9687,27.62803198906048,1.107484453189581,111835,98.8065566652774,180.25920215492977,655.1512395193616,19.132735774672938,2,22,845.4243271934965,200.84362131689272,25.63854338221694,88.48056081323122,25.649455317702046
1,32,40.20127495704707,-73.76012588724406,19099,6550,14.060178388256967,7.4882633696330645,135400,43.550545439815934,115.44994615372262,740.6884321051319,41.278814645170584,15,27,670.7279244661631,106.81913370402623,70.85598058678906,73.00416061726796,22.158179917152435
1,33,40.13928229632481,-73.82511856282404,39547,6244,25.27419263204526,2.792760884544104,105330,69.4150573509831,102.53095062901059,312.257569929764,14.568996936699325,3,25,373.55176111665145,343.9232557390774,94.44743366036344,94.84817929052208,24.151619413382566
1,34,41.5768946865066,-73.335015096524,11449,1238,27.308655890469065,6.707323119058341,97990,16.90810703559925,77.95187748529841,385.7078743409714,15.20286723155798,8,3,471.48501633942345,411.0594481216689,53.11630567930161,60.720003557808596,15.536101039481185
1,35,40.05435003218169,-73.0337565892932,54909,2067,21.522961463587944,9.727763228920859,114866,75.3961903596784,160.98135536828772,27.826490044449955,48.326466068331165,9,27,665.4142994169532,289.7041490426997,67.15801953187469,77.99368831890237,10.461079572082678
1,36,40.24049445302335,-73.93165906446774,44472,385,2.3375833657362812,5.671707799193856,94307,30.126526076000037,119.67149685955177,304.265429631531,18.49636001781431,9,4,158.0421441242508,444.75775572299017,88.95355865435616,73.21632015503096,13.510146083739118
1,37,41.97805671670035,-73.37382382840686,24567,2624,25.30641332300581,2.8529033835731643,89659,58.280683508348964,199.08750323826197,857.139132899164,28.465056006961525,5,16,848.2361629471388,319.54032867974473,20.343969735361014,63.75429139293425,27.74067048591481
1,38,41.33840052587615,-73.17071320068324,50879,7568,21.139063227790555,0.8220706371178166,36581,43.459596085871176,154.77593114603127,605.9041967049802,45.16354804796807,8,21,668.1767977827899,316.2637230378465,73.23703957769646,69.49733873499225,17.809094438644767
1,39,40.20844960561669,-73.61548867235518,9770,293,8.875494177780155,4.728971328109049,92824,50.626605949520275,126.82080627526626,80.2228939724357,16.447621137883115,17,29,525.2440195058623,70.54193547607268,22.60216877979859,71.07257231165224,29.288317272526267
1,40,40.6626940142061,-73.51795894188791,96655,8433,18.71262206119728,2.806832155159743,126055,59.086744127104154,107.40149767027167,855.5946376739993,7.2273584072149974,8,11,859.5321513505517,178.20860968893237,51.65667595142656,77.54153954149743,10.462745858853257
1,41,40.793593694172635,-73.95561222782915,89296,1900,24.683783088070825,2.8456230176289754,63623,53.15994646044309,175.97253547223198,579.031758721771,6.335070037913292,11,14,993.5351550991634,109.17010395409173,34.72583729675676,75.78304302390586,15.545704463470784
1,42,40.82204215053109,-73.09238899744345,56284,9424,18.629251208630407,3.093727178627821,94089,95.5060511484989,164.2396565100453,11.549454139558176,33.63806165825332,13,15,153.57223031299452,321.70795382722446,71.79309221433462,64.57950552263621,14.595972076124488
1,43,40.91247301791108,-73.63094697823908,98938,1874,13.149485915436786,7.511780478084181,132112,40.42397296442092,64.21621941741003,752.3522567921016,23.57038967375285,9,10,425.72799175407846,317.1473560438423,10.911806562496905,85.44384185638168,27.83217368940592
1,44,41.22514693668964,-73.12630140653366,20539,1728,2.926871486317472,5.3396747254776376,101975,82.0012629119356,138.97647473519183,537.1677724427751,25.19838822536187,13,15,139.36516507805263,105.35148280568554,60.27781568053828,73.72669412690632,23.2293371887362
1,45,41.30458329718388,-73.1543956370101,80285,1230,13.468001244314296,6.729666223944324,120486,54.253436853225146,172.34849898365908,594.3826875236281,15.182559869640432,3,3,871.8061038951554,462.4858561285433,48.78866984619666,72.75467273284555,19.554968664852847
1,46,40.742344846875255,-73.39892583319977,84555,4100,16.24856536732639,5.116813865815118,70603,43.05293384622075,28.51882881638175,891.1960648319703,20.564485733203583,19,29,565.5154435428988,220.50962512646646,10.603935127365396,75.43498011580463,24.793006481533663
1,47,41.19197768436696,-73.89874008538484,9767,6568,16.40147500167204,8.417233617446762,121575,98.80359661555919,90.80032423922297,691.3914934224347,11.324883541026235,5,24,979.7069061913311,289.3607179359185,22.221014235754343,63.972088110147716,10.221601767643499
1,48,41.85127466005067,-73.58584977567178,78362,2409,22.93019480455513,4.585230088818907,83161,90.00831830164807,23.227792040105122,956.359640665766,19.12850228198088,6,4,995.3721757533893,295.42150454823616,17.938153341088363,84.2750936630772,8.789607321746999
1,49,40.061875289462684,-73.02925784632275,43261,3336,14.85847499264503,5.322575311489761,38556,76.190181260487,166.72999238751711,446.0369368092998,18.60499622081722,13,19,259.45383274467895,278.35086475388397,70.96485893668452,69.401488592153,25.767212763001922
1,50,41.089655315090376,-73.8347579495574,31654,9595,29.991700320521506,1.5052149166341355,94353,48.889783179245136,80.35576013086485,993.9099050107012,44.614164296701716,8,22,612.4396250640544,329.29721592106284,28.118089704018992,75.80550973057274,5.986488322272483
1,51,40.95109207497365,-73.45697541604234,76774,6307,18.19742051045733,5.991205850403252,56421,53.33866287653626,173.99383192953698,139.34582038522828,40.57294074236982,5,17,712.680303664437,260.05193475403456,13.10151334825,98.78430907392382,28.727803577236013
1,52,41.0258048322944,-73.90632757929409,57115,7266,9.770976870392017,4.914181775285567,88954,20.322309108608728,152.35963827553945,392.6751017547976,28.0073957990338,19,18,753.1448168979542,452.5036505709045,51.03813481839432,77.73823345527617,20.052924633869488
1,53,41.18281351884497,-73.19341065767372,54410,3219,29.887565539543793,0.5947156886728078,135388,43.91498166337483,169.3937708414121,894.1593031434608,7.810591712858215,6,3,503.48714983248,279.6946200519045,66.39332599838892,97.05530426920348,5.477902360744101
1,54,40.953686936635634,-73.31227795756944,87698,4006,21.083440514576132,1.3443512940812186,107949,64.44702771210336,163.9595609969455,340.0732489375194,37.9873035436997,15,3,998.0387701137804,354.56958448582805,84.56223695042054,71.78477585384772,5.357881941676499
1,55,41.47573903712306,-73.16585540299933,87156,8168,24.83587244225796,8.091831711390311,136752,84.59214396777321,122.72082284749169,97.71866682998227,26.94325143502449,14,14,466.78872792918776,233.19792010653242,15.940885972621743,73.95282135877918,7.774952469782871
1,56,41.616470420018445,-73.05231197403553,88329,2192,28.69834101145934,5.225765993367451,52031,68.17486440901612,22.58632853720226,843.6536930245934,15.90040480210551,6,28,230.67686159619427,369.549525389768,70.0168978912841,68.44449884664544,26.585019171425046
1,57,40.80261204843942,-73.70748490892926,71263,4065,8.718872362950586,0.22026921223816998,53782,47.64369863437916,45.205799563199946,644.0712817540856,49.0541501828664,19,21,474.5092852639831,391.82514291490844,26.90585672839967,88.79165813418744,26.67333670879709
1,58,40.90789369621672,-73.1785680083574,2589,9879,19.475634275346245,5.262784603382027,61921,71.39526325065899,164.50695887683935,805.9189224769951,29.86254353335501,4,13,925.1125216321016,374.29481537740094,46.130106782187426,66.34496578105512,27.049804243040896
1,59,41.64755618020233,-73.27827844728282,8016,7858,3.9796993211202776,1.8903952472753172,146572,4.6851908527603126,55.23391156417989,709.906722581159,7.821032972983964,18,8,103.4379303927248,161.070741140856,76.68136505368643,72.65080598917227,7.547309701650338
1,60,40.72046783760086,-73.72960671361547,6793,4623,17.582465744607457,9.071998215606223,120930,43.381741957652956,181.9886287708784,383.54487342356094,48.38352874205487,5,17,718.3173398529185,272.2163182056179,44.88839249100823,85.30847514994403,22.59642729085828
1,61,40.00872653930062,-73.83304691125281,13180,334,20.325176993767986,9.660475051286772,119963,12.960065119544195,135.22164628288223,944.5424823095775,17.103561421792367,19,19,679.7342993283244,71.6837055769833,42.40454193108805,98.27199261937145,17.51002864275503
1,62,40.86545827203941,-73.54230039484071,88697,8035,11.69250795507906,3.698132559871766,104619,85.89566854206295,37.20460000113312,556.5486710068441,23.710887530935256,2,16,434.04545330716763,441.39342950676985,75.74467248629112,85.90852684251686,24.906014889071358
1,63,41.50804606985677,-73.96406132507845,86896,1851,27.993411622178204,1.2572426899222622,53554,31.562734376335,128.96652080446276,401.1795985353882,37.094309747717794,1,4,176.80720283589238,69.35312834012277,70.01799944958296,92.93237719282871,24.55038337332418
1,64,41.08761145573247,-73.90013317886383,62997,3848,27.420992380254123,8.382653595457048,38016,12.436839900051023,82.72853498372706,497.93593860297216,23.19303862646911,17,12,635.6185074151134,54.46571950752603,51.768564350815346,98.53996963550352,17.975807003238717
1,65,41.35508453491791,-73.68813614208311,20611,2845,25.856757235832184,5.753554032515559,101354,38.25803235706354,73.54673016102198,189.92179880236836,24.597843146248582,1,23,566.164474941321,206.64301692572963,43.456536541569726,60.05414502861873,12.495013189130898
1,66,41.29291748327586,-73.02580555618364,65110,4502,1.6842539747203447,8.985606046748394,140816,60.61465649334797,58.2288495570358,215.0239689948055,11.854750354820546,8,3,739.1218886182593,471.82029717394437,64.29626251434487,78.9360352597965,6.492912224272233
1,67,41.34328456309206,-73.41779124023176,22607,8684,7.935604555685048,5.307373552868358,104707,54.448233280026294,192.55367005064122,84.84899021058327,21.45563367176171,12,7,226.72265400340848,330.0861387046985,80.31896701725745,83.13193597681442,8.674067739705242
1,68,41.62224753986694,-73.36404529283627,55254,7106,20.549778570545826,2.5990497924283282,63840,94.73952495864468,67.4680282034047,727.731358224812,29.246585406782856,9,14,155.98290354823249,116.28636992553665,10.705743169472514,85.23687160916654,16.19183563526046
1,69,40.26854970180455,-73.04206587894323,45769,2883,15.51750356348652,6.796203327351078,57076,62.090859021770804,185.73205740297658,763.2458010693507,29.608683843880677,14,13,512.738149162456,302.39350851317795,87.75654226615092,79.2533350614266,27.441866816948917
1,70,41.34869795804694,-73.86300093694634,73010,9838,12.363890595863287,6.591137644695265,58328,19.692570445342838,190.28596207236646,994.8711010262915,37.027526258572195,12,11,513.0671314395688,463.72433205770267,25.84859241975352,68.55828154752948,5.3257391939270935
1,71,40.02838009879154,-73.17060837304149,26372,3742,11.29619063710679,6.983111572275727,44122,52.14596387214719,195.46158159830074,759.7371050630944,12.275214630663285,8,4,322.60628423717503,338.2768325969993,69.99404311419573,66.50798975234264,19.12713281131891
1,72,41.543253821957215,-73.50110433546406,78960,2568,1.2621156032994731,3.570293439700122,99119,55.19903021207211,160.95062439793898,55.59616684805681,41.36356770601235,8,2,563.2152554092951,413.7239478001719,32.84389703410254,69.83229757224612,15.069109961556297
1,73,41.78928559515527,-73.99955721856279,69323,7532,5.460403714606626,9.90086376067482,85841,99.32550154229641,8.98225979912317,763.3978442604381,21.727582988105446,3,3,955.8357350522936,309.7051637172444,42.14090433704526,91.50196343435117,11.275034581557506
1,74,41.12814805766703,-73.64142153847513,64811,3108,7.9715684739117005,1.9159294573482577,142492,97.43722386792577,5.503837028083058,841.4180005240758,38.8297477867592,5,26,960.6880840487748,116.68006770347546,71.15949344205175,68.99560867263651,15.784516219351866
1,75,41.438319793889136,-73.43667535796695,50812,6342,10.463814497027629,8.396596557087904,96668,35.30503916003024,178.81886050665014,946.9919480189014,45.165120236891354,14,4,840.8447476379733,449.99934080163337,59.00551921443052,68.17843544218847,11.38272691259829
1,76,40.59138934808321,-73.40619751919039,14869,4670,3.0012201857716727,9.407845205031078,130772,46.00023955807989,19.010609106538556,828.4793003459846,7.143856584642797,4,2,796.5155995935986,208.67117266798618,84.2309070650008,80.62637623425815,16.58234133181992
1,77,40.09080656293739,-73.7099708063511,44884,680,12.3628949352215,5.467005205567683,67544,0.0011634755366141114,83.31316569645844,527.2850792747325,7.458548900043754,10,8,303.5127981247048,186.8894238363264,37.35482610295246,69.216666484694,5.036845552157786
1,78,41.45868958817599,-73.03315450020071,86029,4182,20.22836856229925,7.418963269587151,56564,75.90689392583757,121.92620233138038,897.0803916606469,41.811203711241184,16,27,344.2947198707802,106.41041410657354,40.32682531457108,99.98175674876377,15.143779215376526
1,79,40.44097686937821,-73.23751711552444,91421,2808,5.338442036281624,3.8068968116086577,75046,54.44969591038651,141.86416569452192,175.64809096104977,40.12842728415007,9,17,956.9996071278351,69.09003419310126,33.87935237999203,84.06215517199297,12.413997805148266
1,80,41.428848328142486,-73.24099471747807,32845,2900,15.901779461996265,5.088905555910559,107603,97.24199990401033,89.7627291493212,167.43475370285867,13.108808935766657,7,27,823.1662975914409,104.91372244483189,21.261273142757226,94.01886459043351,13.61510211118899
1,81,40.06171580861614,-73.9481047004816,85040,5360,7.188407091294996,6.651461942384054,65060,85.65372237479268,140.23397231805194,729.7861939992363,30.293275748115697,1,17,442.46593888290505,123.36590161921595,80.75850870349522,89.37775728302366,14.608875963103372
1,82,40.05038682791846,-73.161002672282,19919,4273,21.407293609242476,9.70257109726057,67564,9.751432564089747,111.79612681995481,506.0770014595751,36.778693233351134,1,17,586.6611104197938,243.31817460922912,37.79509816066067,79.29057445008769,7.962308969210015
1,83,41.92302667796617,-73.2855892363734,59002,2863,7.575094087568934,8.79341020176528,86408,15.727320817971535,61.95757184181985,297.1450766428125,44.213631538588444,19,25,817.0132574722351,162.71055445662455,66.23866896462991,82.86983932574995,25.82075941970678
1,84,41.812174120962524,-73.9878432285226,38327,7391,6.420518777645388,0.19795658347254386,144228,30.67765995221412,70.59170069047131,625.079524559114,20.032248455094614,14,5,161.51788027896276,402.69192911784825,35.71824921334354,77.3106751839705,22.13609708054754
1,85,40.664912314297425,-73.94341434385329,85526,7946,28.3890088981348,6.417343972985582,33765,73.3486746492104,23.238191305089195,783.1859346788415,40.33709651822068,18,10,923.2580034608533,55.16629688722003,50.510487382733,99.08416932206293,7.578034060201895
1,86,41.09556938876664,-73.0210424929589,63120,2088,6.504643786192523,5.821832300925898,44256,34.652416795271826,79.52247571057411,271.6335005270529,14.239982241805992,3,16,667.6304240429065,297.32282083884047,72.0800964323309,65.75767654288923,19.8839915314651
1,87,40.34422120564555,-73.07447779214812,23547,2700,3.6699425963917873,5.990445871503816,124803,9.209525323290235,110.67580322534147,645.215589739081,36.670653994572845,6,15,607.2939739258859,252.8089137225109,70.4850434877028,83.34227869299275,18.143905488978373
1,88,40.499048733676496,-73.99798148225176,41387,9380,4.394915201300891,4.4908474501094675,92260,94.47362587830797,147.30704566695852,884.1638865814754,14.118468536090441,4,2,436.1993209429137,72.72002498558356,66.47379146058515,75.42454051462592,28.406678485330477
1,89,41.083980149779535,-73.0603484887065,78219,2193,6.467677566728283,6.724604980250288,103903,66.49945162377738,99.6080786113738,745.3967251572531,19.7170089868318,15,15,835.5270802301391,280.7268774177992,49.45464820276852,99.85049146099507,10.729298780354053
1,90,41.09375193175209,-73.32932447461768,5017,8660,24.732717427958782,0.5001857682111222,125667,1.3745554011345251,49.67525207396004,222.26241816323292,17.186284761663764,16,2,156.27366616856116,256.5232324685692,75.94601273075486,84.26926898869746,21.821791714951996
1,91,40.16229835707248,-73.04850928982322,92785,1461,24.347619236374218,8.229838050417674,37610,28.330476242493063,157.35390067142546,403.4736753301007,28.112497094494604,14,8,161.61284740022023,217.00082229355752,92.86899476170215,83.37795639029704,18.458298581392835
1,92,40.53770702876439,-73.63155108008343,92829,4844,2.015229529397364,7.873733450051056,131121,63.024721945615795,49.676721748641505,708.4062219806514,24.24206001665018,4,18,684.3900921191935,471.326279661017,15.760571194775883,92.9897294938803,12.309577760304828
1,93,40.88783890901276,-73.97808667122499,89835,8426,2.6291062430757313,4.910957293831651,103539,21.00293495162816,56.207616276205655,715.8304077802177,5.517161298415189,1,6,243.54303628722246,122.20817642205189,16.344275107883018,67.42586819604972,21.605484624724205
1,94,41.76338122368701,-73.18587431440884,64059,902,24.36949144591716,0.07964404745451126,32187,24.99569463976212,103.00113194194462,540.1982767308758,21.05986888269996,13,23,294.45410462028974,414.19597922836806,80.77219597553334,85.28866391015796,14.338004422492189
1,95,40.54299750836373,-73.76821640971065,24408,9528,27.20319485954338,0.7764077598878127,89500,50.313247255154,38.77261358737854,860.2286034564731,35.462335234857676,17,12,872.887851414525,386.7601341495829,49.52895411247456,84.42187020061698,9.00913515299358
1,96,41.34729083494982,-73.82074674426072,45589,1747,4.408987704356379,1.6528449014295743,66455,86.29723989869625,106.37781580150283,791.5378722532392,18.355400690893276,1,17,472.78083301464727,379.5862391657009,89.34962340994414,64.85981564351061,20.86598141218451
1,97,41.164287615155594,-73.88158496082407,47313,7278,8.11521711082012,0.5773215922511721,77861,26.76007988617075,67.13476660781193,751.8965482731475,30.73604917327703,11,29,473.2622442707239,389.23928322661624,88.43215792388804,87.15913972152168,15.2966185104374
1,98,41.507189261491504,-73.79633286222732,31049,5718,16.853872397879375,5.754093872861484,99724,53.25040664159818,23.078928435783475,609.5815104301773,10.274175755610504,7,24,722.866282321932,142.81345122626868,45.26734358692234,95.82699110475114,10.107909584974257
1,99,41.01561012791756,-73.58072833883398,37413,6414,3.002331283123392,4.7425502097695365,70142,88.56197642417733,44.380092156874575,717.4948621596369,44.670355472334066,9,24,777.3744646646525,259.27486173528996,88.67536139413234,68.13745900544365,8.184660400008482
1,100,40.571017560237024,-73.46842260322501,12676,4534,24.797363972621014,4.0456865640401745,34994,1.3367683259395635,81.94784728858781,651.2964906208387,5.697874878196648,16,2,160.27625082274437,444.8077039097774,45.04644450809877,81.67043857070253,29.20164530126897
2,1,40.133129455828445,-73.35168199254791,38548,4277,11.88859892552851,8.038145451934467,32382,23.154843596504882,188.50918793538105,52.409179567922116,25.087410061843766,3,22,756.3112686222787,323.784021146008,73.59708371208367,74.97921599872068,14.237048350784507
2,2,40.09063855792179,-73.65005506047036,9026,3406,25.109663480437128,8.42325504749934,78008,0.5313475668345946,160.89892848636447,775.081477557434,29.678862334710317,4,8,483.4638798634873,296.6145604989081,56.89658714575491,74.00811964362921,21.936835370586824
2,3,41.51700376183278,-73.98537174112232,90791,8335,22.525342428773527,1.698810060507353,65710,89.04095172193284,149.99555969041415,909.1462038133196,39.142189452376435,3,21,688.7194633250863,450.10756577300447,62.09260790607465,85.2956529731355,8.911917900090014
2,4,40.94784244023221,-73.2836028880419,33821,2675,6.865371235211513,3.1382680822441555,94551,59.9771314970498,172.30274144537873,869.9532434251913,37.59549828482928,11,15,602.1347006356307,313.10064057462114,22.02855232694662,77.75436753685204,16.269407097159096
2,5,41.91699567133548,-73.56891313737671,29453,4434,19.466089794285487,7.482328313318959,52588,32.451180017534206,53.90237245845453,199.01731922092708,36.25884315021775,13,27,635.7729393347402,169.08576211641082,69.57720503144817,92.59758914162157,24.45063107861633
2,6,41.52170266186156,-73.81227759430774,26939,4040,22.687318657950083,1.50608103218274,59063,3.1149092793391064,51.91528985500984,43.33963983571938,44.56335976705614,3,15,601.6034526157073,67.54069429750868,70.01626521750923,72.92109383016376,27.447979673941646
2,7,41.776236377868074,-73.67470938163825,91012,4272,24.937054259594493,8.448713477552289,97914,81.2713619893062,141.36757115610823,967.5909516511019,42.19934258572882,12,11,940.2139751118832,410.6065963432139,70.68329578058493,60.22874325443157,16.645643830578116
2,8,41.14232459724472,-73.695969727552,85748,2950,1.6503507856995987,3.604268271414861,100130,40.60118017061106,2.739710081782909,89.42002399115694,19.048836569792165,6,14,924.9429714781699,367.7713259535743,37.80603910613374,65.30578310403813,17.79089294737693
2,9,40.01069232170873,-73.06158625614185,87724,167,29.72969555490721,7.56730167068568,40922,67.61253975882903,27.687098665878864,583.0517663552366,30.626801787751422,11,14,434.3373492934908,328.3371764231835,66.97653881495617,78.77140909303162,16.076484058260526
2,10,40.988295341275766,-73.13895470049668,68753,3639,28.25802196712485,5.040037635963261,83535,45.476434255266106,134.9572604334821,680.7562977448478,21.79051782900726,11,21,668.4791635746025,74.47583683504003,67.98310512857304,98.96990616579023,6.745016365365723
2,11,41.10937541956017,-73.25220565024063,73518,7527,13.00099649430308,2.0416655916824302,91845,45.51719917336564,133.5521183206306,838.9934089724492,12.637779285961543,18,16,122.46959990805145,127.14537951974422,50.82210999305507,78.19489771211472,22.1425135733411
2,12,41.82042606973551,-73.36096784108508,58433,5313,26.566853556461933,5.844997955307902,121056,27.70125243259788,184.2615024425951,587.3588962343266,31.677808122864956,8,11,146.79041677993675,64.28469441784488,48.100162973787775,63.382615123889515,20.17117388850348
2,13,41.76194601127931,-73.11708518348128,79653,5966,7.125723112714999,8.629968313588721,96798,68.34537774075089,75.08822193358253,802.0726977560993,44.80624818145345,9,3,280.49768006073987,147.30215410750088,72.20906284478863,84.12158220213134,20.474789117464702
2,14,41.881546599379,-73.2240884671927,32085,6519,11.07770539033025,4.353936461757356,143931,81.69739072718367,170.5094842491941,938.5855791195553,8.829656875390341,11,2,163.93140013960192,144.85689569751287,30.642919933390512,78.76428844190315,11.714054186341064
2,15,40.20195621363552,-73.83250891090589,20539,4070,29.57381113633128,1.6602182364286078,120695,43.974048650790856,55.67369633253132,800.3102652370948,19.681426311851606,8,29,309.2553929870481,108.3555402009059,33.08167549150894,74.21278993895551,21.84985520364326
2,16,40.1251296844389,-73.78949306033466,12349,5557,10.936709249153125,8.6465892185814,107694,27.136596353901055,19.716585404482466,831.0210917845019,36.800399015496495,14,5,530.6465046303657,401.2502120992462,37.32615443294562,72.46759314060165,5.078522651203053
2,17,40.34848680329076,-73.12459437487817,20520,3418,29.542800477798586,3.9570796357379256,60134,5.697872699736828,83.72145498366599,463.84710989012365,37.62527343346034,16,18,700.4911034747629,399.6721785432903,87.59826762923699,72.55501986889882,18.450567634097574
2,18,41.6802161568784,-73.01054886903495,87055,7224,15.192383584791074,7.416414518360423,95982,55.95788544653419,137.40783011649611,661.5017589016984,10.265527618607578,16,18,210.90931814469235,364.3387813441117,47.453083087654605,80.55402938306392,27.582450359392762
2,19,41.77976745294697,-73.18214369434497,72045,5174,22.35095449388116,5.1289705551880935,63037,64.47452485768186,45.965345159523686,557.1356450989807,21.74779648611037,6,6,869.2331050838777,124.38602876208257,86.88347100976021,79.63060026849442,15.163919595202605
2,20,41.80638155766886,-73.39614901745972,64909,6955,17.204212394107532,3.711695160195314,55805,25.2798444015773,187.77899200825502,895.0453529964911,20.18661465537042,5,20,705.4881529712201,149.2269185460412,29.6386781096955,94.96287093220741,11.241723818505754
2,21,40.52649469303602,-73.9993466092387,11878,3085,23.985249583064906,6.27328935090678,122876,23.2055739701156,53.07402232039509,558.7940995969415,13.97773917183238,8,18,953.6526488963752,475.0995794769928,64.89474027364466,96.980898749276,24.64531613670933
2,22,41.17989576560362,-73.9935647885032,72128,1824,5.480273916142848,4.872653541000508,129025,51.29221647747657,140.8166542642678,935.8203658592284,21.911225713073883,14,18,253.63752698123216,63.708658839032054,28.400353521784574,73.61646224457039,17.764518936488997
2,23,41.2302582810824,-73.08939428278558,79388,7169,16.983638895574792,4.381786132483445,64485,99.63982936790555,159.20148048545667,756.1967297237245,14.697534149039797,15,12,752.1384581628661,100.21684998076137,64.74875500069945,71.24199000667556,9.33740125887555
2,24,40.759503045838635,-73.19855422377705,17061,9174,22.772319827120615,1.2548629679915069,52800,21.078144935468824,111.29124116509128,857.9284687349478,42.5779675454759,6,22,159.5486699509964,58.619968498063805,84.41727048754778,80.98942550645728,24.38110129587373
2,25,40.46885120002303,-73.65491625448676,59160,7382,9.519501279057332,0.41499167183079444,71830,26.549640742907233,122.29272224513217,681.7149686097114,19.289736511591478,2,6,952.445316610223,448.18480296320195,76.51602783454352,71.09858718899817,12.040401052640792
